0,0,(7:0),0
1,0,(0:5),0
2,0,(9:7),0
3,0,(5:6),0
4,0,(1:3),0
5,0,(1:4),0
6,0,(8:4),1
7,0,(4:0),0
8,0,(8:0),1
9,0,(6:3),2
10,0,(0:7),2
11,0,(0:0),2
12,0,(2:5),1
13,0,(0:0),1
14,0,(5:3),1
15,0,(7:1),0
16,0,(3:6),0
17,0,(5:5),1
18,0,(2:4),2
19,0,(3:1),2
20,1,(10:1),1
21,1,(12:4),0
22,1,(12:6),0
23,1,(15:6),2
24,1,(17:3),0
25,1,(14:5),2
26,1,(19:1),0
27,1,(10:0),0
28,1,(11:7),2
29,1,(11:0),0
30,1,(16:2),0
31,1,(15:6),1
32,1,(19:0),1
33,1,(18:5),1
34,1,(18:6),0
35,1,(14:4),1
36,1,(12:0),1
37,1,(17:2),1
38,1,(11:4),0
39,1,(14:4),1
40,2,(14:9),0
41,2,(15:11),0
42,2,(14:17),0
43,2,(17:17),2
44,2,(15:18),0
45,2,(16:16),1
46,2,(13:16),2
47,2,(14:11),0
48,2,(19:8),0
49,2,(16:10),0
50,2,(17:15),0
51,2,(15:12),1
52,2,(16:14),0
53,2,(14:19),0
54,2,(15:13),1
55,2,(17:15),0
56,2,(13:8),2
57,2,(13:8),1
58,2,(15:14),0
59,2,(16:19),0
60,3,(10:12),1
61,3,(6:19),2
62,3,(11:9),0
63,3,(10:17),1
64,3,(10:8),0
65,3,(10:15),2
66,3,(8:17),0
67,3,(7:13),2
68,3,(6:17),0
69,3,(7:19),0
70,3,(11:15),0
71,3,(8:9),0
72,3,(7:17),0
73,3,(10:8),0
74,3,(9:19),0
75,3,(7:14),1
76,3,(6:13),2
77,3,(8:17),2
78,3,(8:11),0
79,3,(11:8),2
80,4,(5:15),0
81,4,(0:8),1
82,4,(1:13),1
83,4,(5:11),1
84,4,(2:12),0
85,4,(3:14),0
86,4,(2:13),0
87,4,(4:11),0
88,4,(3:19),0
89,4,(2:10),2
90,4,(1:15),0
91,4,(4:9),1
92,4,(2:17),0
93,4,(3:8),0
94,4,(2:12),2
95,4,(4:18),1
96,4,(3:8),2
97,4,(0:18),2
98,4,(2:9),1
99,4,(0:15),0
