0,0,(31:17),0
1,0,(14:13),0
2,0,(15:20),0
3,0,(7:18),0
4,0,(0:5),0
5,0,(0:18),0
6,0,(14:0),0
7,0,(18:14),0
8,0,(9:23),0
9,0,(6:16),0
10,0,(0:11),0
11,0,(20:25),0
12,0,(3:24),0
13,0,(24:17),0
14,0,(16:5),0
15,0,(10:13),0
16,0,(22:26),0
17,0,(12:10),0
18,0,(22:3),0
19,0,(28:18),0
20,1,(72:21),0
21,1,(54:19),0
22,1,(51:6),0
23,1,(73:26),0
24,1,(48:15),0
25,1,(63:25),0
26,1,(61:26),0
27,1,(55:11),0
28,1,(59:19),0
29,1,(47:5),0
30,1,(43:18),0
31,1,(74:1),0
32,1,(74:2),0
33,1,(71:23),0
34,1,(70:12),0
35,1,(57:19),0
36,1,(56:3),0
37,1,(73:19),0
38,1,(51:20),0
39,1,(64:21),0
40,2,(58:50),0
41,2,(57:57),0
42,2,(53:40),0
43,2,(63:58),0
44,2,(66:59),0
45,2,(69:40),0
46,2,(63:43),0
47,2,(60:53),0
48,2,(68:65),0
49,2,(57:38),0
50,2,(65:61),0
51,2,(67:43),0
52,2,(70:41),0
53,2,(68:54),0
54,2,(68:39),0
55,2,(73:35),0
56,2,(60:56),0
57,2,(65:67),0
58,2,(69:34),0
59,2,(67:58),0
60,3,(43:49),0
61,3,(40:66),0
62,3,(39:55),0
63,3,(40:40),0
64,3,(41:37),0
65,3,(33:41),0
66,3,(41:74),0
67,3,(37:44),0
68,3,(36:57),0
69,3,(44:65),0
70,3,(46:40),0
71,3,(32:61),0
72,3,(41:44),0
73,3,(31:73),0
74,3,(45:41),0
75,3,(43:51),0
76,3,(31:42),0
77,3,(40:46),0
78,3,(42:57),0
79,3,(40:62),0
80,4,(12:46),0
81,4,(1:40),0
82,4,(17:56),0
83,4,(11:65),0
84,4,(8:45),0
85,4,(8:64),0
86,4,(11:33),0
87,4,(1:63),0
88,4,(2:71),0
89,4,(4:52),0
90,4,(1:66),0
91,4,(10:70),0
92,4,(16:64),0
93,4,(8:61),0
94,4,(12:73),0
95,4,(3:53),0
96,4,(9:49),0
97,4,(10:50),0
98,4,(1:55),0
99,4,(16:56),0
